ID,Username,Display name,Followers,Image,Bio,Website
1509917942561005583,Doodlegenics,Doodle,115010,https://pbs.twimg.com/profile_images/2056546177034977280/6y08OA3r_400x400.jpg,"Crypto Media | NFT Community @Doodlegenics
CEO @MonetizeOnX | Ambassador @BcGame  @Okx
Open For Sponsorships & Parterships | DMs Open",http://monetizeonx.com/ai
1823778644969578497,HungryDegens,Hungry Degens 💀 Base 🟦,112835,https://pbs.twimg.com/profile_images/1944814331100848129/jBsepD2p_400x400.jpg,"I'm Broke, I Can't Eat, But Still Bullish | The 1st Customizable Degen NFT + AI Agent | Soft launched on @baseapp & https://t.co/vzuwbD1pno | $DUST soon",https://hungrydegens.com/
1485084019456946181,RealPapii,Papii,98151,https://pbs.twimg.com/profile_images/2058766156719136768/vrR-TIet_400x400.jpg,💯 God & Family First • 🧱 x 🧱 Owner of and Building @quirkiesnft @quirkidsstudio @thequirklife & @quirkies • 🏆 IP & NFT Maxi (3000+ NFTs Vaulted),http://Quirkies.io
984447847264288769,ThePaulOla,BTCrypto Coach,97522,https://pbs.twimg.com/profile_images/1944410060140011520/YoB1HTIo_400x400.jpg,"School teaches you ABC & 123, I teach you #BTC & #NFT || Technical Analyst || Project Advisory || Marketing Manager || Crypto Content Creator ⚙️",https://partner.bybit.com/b/ThePaulOla
976354496111456256,ccy1871,Aidang 🦅,90587,https://pbs.twimg.com/profile_images/1945778495063552000/QAtQ_GtV_400x400.png,"Gdango 🍡  @MVENTURE_MAL大使 & AI 、RWA、NFT、DeFi、MEME/ 爱睡懒觉/没法摆置/喜欢胡吊扯

✉https://t.co/59RzwnEIEX",
1035074167652200449,nuhbatuhann,Batuhan Çalıkuşu,87762,https://pbs.twimg.com/profile_images/1664243177438474240/tzmDxIx6_400x400.png,"Full Time Trader 

#Bitcoin #Ethereum #FX #Crypto #Testnet #Airdrop #NFT #Önsatış

DM for collabs & business 👨‍💻",https://linktr.ee/nuhbatuhann
46600062,jbondwagon,JBond,85282,https://pbs.twimg.com/profile_images/2046029747751407616/HFZjF5aB_400x400.jpg,"NFT maxi, burger patty, & basketball junkie | @BorednHungry & @baykada caretaker | NFT UNCS | Views are my own",http://bayc.com/jbond
1460167107203592193,vvickym2,Vvicky绵绵🦅,80328,https://pbs.twimg.com/profile_images/1998310850294431744/m9TI7JSR_400x400.png,"Crypto Taomi 🍑
🦅All in Web3 !  #defi #NFT #GameFi  #Meme 
📩合作TG：@vvickym2 
#币安 https://t.co/Q1TiIk84A5",
1545086374851780608,Xbtee_ice,Ice_xbt🧸,76190,https://pbs.twimg.com/profile_images/1743601357515276288/vOd9tjZ3_400x400.jpg,DeFi & NFT degen | Threador | Crypto since ‘18 | Nfts since ‘19 | DMs Open | Ambassador @friendzone_pro | Partner @RoseonExchange @alienvision_io @Web3War_game,https://t.me/Ice_xbtee
1103215434302742528,kriptobi,Kriptobi,75722,https://pbs.twimg.com/profile_images/1856396220815548416/TD2TwGj-_400x400.jpg,"Web3 Researcher and Investor | Content Creator | NFT  & Airdrops | Since 2017 || TG, Youtube, IG, Tiktok 👇",https://linktr.ee/Kriptobi
2799483216,Boa1314666,Boa宝儿,71928,https://pbs.twimg.com/profile_images/2032110204939284480/j66cVm3U_400x400.jpg,币圈钻石手。长期持有 $BTC $ETH $DOGE 死忠粉 。喜欢各种 #NFT #Gamefi 山寨乱玩，全凭心情。懒癌患者，不会人情世故。#所有文章皆不是投资建议 （自己承担风险，死活不管）在这个完全变得黑暗的世界里，必须成为自己的一束光。,
739336446,oguzgibibiri,Oguzbasyigit.eth,64680,https://pbs.twimg.com/profile_images/1967970580088381440/OeNuO3u5_400x400.jpg,"#NFT Web3, blockchain, developer AI/robotics",https://www.youtube.com/@oguzbasyigit
31936063,NFTWhistledown,LADY WHISTLΞD◎WN,63130,https://pbs.twimg.com/profile_images/1785732484635803648/bfQYH7cI_400x400.jpg,"• NFT News And Updates 🗞
• Organic Growth To Projects ⚒️
• Founder @The_Playgr0und 🎠
• @0xAlphaGEMs Boss 💎 
• Contributing: @ethos_network @wallchain",
1490980491272589313,ALassetur,‘A Norwegian Tourist’ by Lasse Tur,61647,https://pbs.twimg.com/profile_images/1516479174755631107/PP-uS-Cd_400x400.jpg,"Lifelong photographer. From land&sea to people&movement. 
Artist. NFT creator & collector.
https://t.co/aBlGo9e1Sj",https://linktr.ee/lassetur
1471731679362437127,lassetur_o,"Lasse Tur, Selfie",60586,https://pbs.twimg.com/profile_images/1471783054490361862/GqKmto84_400x400.jpg,"Lifelong photographer. From land&sea to people&movement.
NFT creator&collector.
https://t.co/VPaTXNuqed",http://linktr.ee/lassetur
1819481068585816064,Vibatron,Vibes 🖤,59577,https://pbs.twimg.com/profile_images/2047191263103815680/K97WdG3h_400x400.jpg,own @steppafnf | building @yuckyducks | partner @kick | crypto guru | marketing quant | nft & memecoin savant | daily spaces | always nfa,https://discord.gg/bigsteppas
2391864203,ReticateNFT,Reti,59135,https://pbs.twimg.com/profile_images/1717520673508102144/PgefjVwW_400x400.png,Web3 Big Guy😈 NFT & Defi Onchain Resercher 🌐 Community Builder 💎 Deep Dive into AI 🔥,
1469066819948490761,Tma_420,T.M.A,53065,https://pbs.twimg.com/profile_images/2028206546912681984/cf7hKb6y_400x400.jpg,Product Manager | Founder @FunkariNFT | NFT UNCs | Delusional JPEG collector,
1628932556610736129,dindareal__,Crypto Hearth,51152,https://pbs.twimg.com/profile_images/1765964237568901120/uxjcdAm2_400x400.jpg,Crypto & NFT Trader | Web3 | Crypto | Marketing | #Bitcoin | DM for promotion and collaboration 📩,http://t.me/CryptoHearth
1684358157739622400,x0110GYY,加密 天,49594,https://pbs.twimg.com/profile_images/1753643696682385408/4ZY-HlIx_400x400.jpg,"链游老玩家➕现货💎手｜ #NFT #空投   项目推广｜ #ETH #BNB ｜热点追踪｜#非投资建议 #BTC
 TG: https://t.co/9bEctrYJNm",
1348571814,taozi0929,桃子 🕊️,49085,https://pbs.twimg.com/profile_images/1927905648857038848/eTfwQbuo_400x400.jpg,"从17年一脚踏进币圈，
NFT、铭文、空投一路走过来，
有赚有亏，但一直没停下。
还在为自己的目标慢慢跑。
所有内容仅作分享，不构成投资建议。
合作请私信TG: @tao0929",
940067558555713536,AirdropKor_eth,airdropkorea,48826,https://pbs.twimg.com/profile_images/2034267151998341120/96d68sEW_400x400.jpg,"@HYPELABS_WEB3 Hyperliquid, Airdrop, NFT TG Chnnel: https://t.co/vF9unMP5pf",
968831953997725696,pcobidco,Old two sis💜,48797,https://pbs.twimg.com/profile_images/2028483093372477440/9KtcVGtb_400x400.jpg,Alpha｜热点追踪 ｜信息整理 ｜ #NFT | 空投 | 撸毛| 教程 | #Binance 启程Web3，就在币安. 联系tg：https://t.co/YIOVpB50pR,https://www.marketwebb.cc/join?ref=10717673&utm_medium=web_share_copy
1099790079294287872,lokithebird,LoKi 😈,48732,https://pbs.twimg.com/profile_images/1739893695942639616/9W39mSnm_400x400.jpg,"NFTs 🎙️ — Every Sunday | 
NFTs & Chill 🎥 — Every Day | Master @NFTrenaissance_ 🎭 | NFT Advisory",
1392674301669781504,lizi1618,栗子,48428,https://pbs.twimg.com/profile_images/1817413594625216512/9v9OHfpZ_400x400.jpg,"币圈资深韭菜|币圈热点分享|项目调研
|#Crypto｜#Bitcoin  | #ETH  | #Web3｜#NFT|#GameFi  商务合作请DM 币安注册:https://t.co/s4yFDSEah5
VX- _lizi1618
所有推文均不构成任何投资建议",
1463067935065346049,Steam_Diary123,区块链日记 🐬TermMax,48293,https://pbs.twimg.com/profile_images/2045997408451215360/_0596tFl_400x400.jpg,"Ambassador   | DEFI | NFT | 合约 | 一级  | 专研  | TG @ok_bu_ok
WEEX 👉https://t.co/v6jIIH1E1Y
币安交易所👉  https://t.co/sgiHUZpx7W",
1339651615217889280,bashorunedward,Mr. Bash 🥷,47333,https://pbs.twimg.com/profile_images/1672887691283660800/apUpFjpc_400x400.jpg,"🧙Defi Lover★| Web 3 Educator★|Airdrops★ |Nft's★ |Distinction graduate of Civil Engineering★. Kol. for  @tonfish_tg, S.OG @billions_ntwk.",
2469730830,Clarissa_Krypto,Clarissa Krypto 🔶🔸,44411,https://pbs.twimg.com/profile_images/1488071066467676161/J79Sw3q-_400x400.jpg,My posts are NFA. #DeFi & #NFT. Content creator. Lover of all Chains. Degen | Trader | Ambassador @favrr_market | CMO @gods0fafrica_,http://t.me/Degen_Clarissa
31105493,Crypto_Obrian,CryptO'brian,44015,https://pbs.twimg.com/profile_images/1725608616017776640/xOrMkLlx_400x400.png,Brand and marketing strategist 📌 CX analyst 📊Full Time #DeFi/#NFT Degen .exploring web3🌎 and collecting arts🖼️.,https://t.me/Blockbrian
2684163555,Domingo_gou,Domingo_gou | 火币赚币🐬TermMax,42675,https://pbs.twimg.com/profile_images/2045497101921234944/sLecJ1HF_400x400.png,#OKX Builder｜#HTX #WEEX Partne｜Swap、BRC-20、NFT、DeFi｜HTX Signup：https://t.co/ezNGCuYnEf｜📩 TG:@Domingo_gou,https://www.wekixx.site/zh-CN/register?vipCode=mrml
1521466346718081026,Counselor_Ayo,Counselor,42192,https://pbs.twimg.com/profile_images/2051346038569492480/nafMXLbH_400x400.jpg,"Content Creator | NFT and Memecoin Investor |AMB @goldfishggbr, @QwertiAI",
1418043883393413124,0xDiva,Diva 🌼,42003,https://pbs.twimg.com/profile_images/1659586048542879747/8dIw9DzJ_400x400.jpg,#NFT Queen + crypto investor | Blockchain Developer | Not a financial adviser | #DYOR,
1481172102308712456,hutun1314,Mr Potato 🌊RIVER,41219,https://pbs.twimg.com/profile_images/1855540329816195072/-gsl2Lc__400x400.jpg,"项目投研分析丨撸毛空投分享丨 #Defi #NFT #GameFi #Meme | #Binance 广场创作者丨波场建设者丨所有帖子不构成投资建议丨
WEEX大使 邀请码 a2cy 
@Maiga_AI 大使",https://t.me/tudou11121
1397633381920387074,BoredApeGazette,The Bored Ape Gazette🍌,41042,https://pbs.twimg.com/profile_images/1397638948218937346/AqBc6RTm_400x400.jpg,| Small Town Journalism For An Onchain World |#1 Name in NFT News | The Paper Of Record | Powered By $APE | Want To Partner With The Paper? DM Us Now! |,http://theboredapegazette.com
66652935,manotechz,Manotechz,40610,https://pbs.twimg.com/profile_images/2021563926928883712/2yuhlfN7_400x400.jpg,|| Content Creator || Artist || NFT || Web3 || Ambassador @wallet @worldlibertyfi,https://lbank.com/ref/5SQFM
1402658416900907010,OvoOnoETH,ovoono,38981,https://pbs.twimg.com/profile_images/2059501533880819712/bI_YfCit_400x400.jpg,"NFT addict.

NFA",
76456821,TheBitLeroy,Crypto Leroy,38233,https://pbs.twimg.com/profile_images/1818051680493256704/xB0rAYm4_400x400.jpg,#Bitcoin & #crypto since 2016 | Hodler | Ph.D in shitpost | #BTC #XRP #crypto Educator | GEM Hunter |#Defi + #NFT |  Not Financial Adviser... JOIN TG CHANNEL 👇,http://t.me/CryptosGuy1
2172257143,Pluto_Crrypt1,Plchoo,37842,https://pbs.twimg.com/profile_images/2044821046617075712/oW47eNSI_400x400.jpg,"币圈资深老韭菜，涉及币圈多个领域！长期持有 #BTC #ETH #BNB #Binance 

撸毛｜挖矿｜打新｜Gamefi｜DeFi｜NFT｜与人为善｜与己为善

合作请私信~

https://t.co/WWkwbXDkDn",
1382338123015856132,RiddlerNFT,RIDDLΞR,35024,https://pbs.twimg.com/profile_images/2043073723549220864/qSrN_V_A_400x400.jpg,"🇬🇧🇵🇹 #NFTs c.2018 • Angel Investor • NFT Collector 
- For Business Enquiries: riddlernft@gmail.com",
932881495462641665,OnurSuBrk,Onur BARIK,34949,https://pbs.twimg.com/profile_images/1612897539111403523/ReIFhhfA_400x400.jpg,Co-founder @JoinCryptoHouse Financial Adv. SMMM |#NFT | https://t.co/j4AKciBG8p https://t.co/dq7YNlYRpv,
1008985938641367040,easyforshopping,Thomas Nguyen (Aster 10$),34615,https://pbs.twimg.com/profile_images/2056409680516382720/g8DEwXfj_400x400.jpg,Daosworld & Daosfun OG | #Desci $RIF 100x | #BASE OG | Mubarak/Mubarakah 1000x | $LLM 1000x | $Aster 25x | $BSC 4000x | #NFT father | @prlnet maximalism,https://linktr.ee/azcoinvest
1497118101649113090,Amor_Web3,Amor,34464,https://pbs.twimg.com/profile_images/1945974895365468160/DSCb2yr1_400x400.png,"Trader/Investor, KOL, NFT Collector | My tweets are not financial advice.",
1390404317681754116,FrenchiePunk,Frenchiepunk,33134,https://pbs.twimg.com/profile_images/1997224193817968640/Xv3XzHUo_400x400.jpg,"Nft Artist | Paris
Web3 culture | NFA
*******
Are you a Punkologist? 
                              ↓↓↓            ↓↓↓",https://opensea.io/collection/punkology-near-me
1628431584905814016,0xFigen,Figen.eth,31575,https://pbs.twimg.com/profile_images/1819344801801605120/WWivWicl_400x400.jpg,#NFT Collector & Trader | Art | Crypto | Dm for promo & collaboration ✨,
1388157854058614785,CaoMinhWeb3,caominhweb3,30022,https://pbs.twimg.com/profile_images/2037571545011478528/wrz7oH6E_400x400.jpg,"NFT Chill Guy | Marketer Web3

Supporting Brands Startups!

Building MBM Community 120k+ Members! FREE to join 👇",https://discord.com/invite/mbm-web3
1331213286444974085,Ashraful_I_BD,Ashraful I,28769,https://pbs.twimg.com/profile_images/1960339789883883521/OGpgSpS0_400x400.jpg,"Twitter(X) Growth Expert (11+ yrs) 📈
Helping creators & businesses reach the right audience 🌍
NFT • Crypto • AI • Tech • Business • Health • Sports
DM 📩 Open",https://www.upwork.com/freelancers/ashrafuli
1408317825773670406,uykusuztrader,uykusuztrader,27000,https://pbs.twimg.com/profile_images/1815121054932639744/rha49WYL_400x400.jpg,"Founder @BigIntCo 
God Father @dickheadscrypto 
NFT WHALE 🐳 
Just Degen",http://bigint.co
1556581674300985344,antman2124,ANTMAN,26821,https://pbs.twimg.com/profile_images/1886581874656477184/T3r9co81_400x400.jpg,"Web3 || Crypto || Content  Creator || Marketing ||#NFT

@Ancient8_gg Content Creator",
1464587256946167808,jayjaynft4,Jayjay,26163,https://pbs.twimg.com/profile_images/1890476527739105281/xumyqMev_400x400.jpg,DC: jayjay.nft Alpha Caller X CM @DeadKingSociety @MBMweb3 @HuntersofWeb3 @RaidersLab @MintedNFTs @1000XHunters @SniperDao @dfam_alpha @FNFWeb3,
1339124489888534529,aguyong,aguyong.eth 🍌,25262,https://pbs.twimg.com/profile_images/2050113277926199296/WKZ8nAAZ_400x400.jpg,"Call me Agu 阿古 🇲🇾 Crypto ▶️ 2018 ⚡️ NFT ▶️ 2021 Degen. 
⚪️顺其自然⚪️知足常乐⚪️相信心态大于技术⚪️",https://partner.bybit.com/b/139292
949685739935158272,cryptobits72,CryptoBits,23555,https://pbs.twimg.com/profile_images/1442685770356101121/HOURazp3_400x400.jpg,NFT Collector | Investor | Solana OG | NFT & Crypto Project Research | Advisor | I Don't Do Promos |  @TheAssociat10n |  Love 🦎 I,
1360045286329110529,LegatoFP,Legato,23553,https://pbs.twimg.com/profile_images/1891859149366947840/qgK4tisW_400x400.jpg,"Gamer & Web3 Content Creator. NFT OG.
KOL Management + Marketing
@Legato_Deals

Founder @Omega_Alpha_NFT
Partner @Elixir_Games & @SeedifyFund
ex @MagicEden",https://hub.xyz/legato
99595788,thecryptoalphaa,Crypto 🅰️lpha Queen 👸,23467,https://pbs.twimg.com/profile_images/2017661311291727873/h5x75bRx_400x400.jpg,All About Crypto || NFT Collector || Trader || Gamer🎮 || Tweets are #NFA Always #DYOR.,
2314497743,_Craig_,Craig,23199,https://pbs.twimg.com/profile_images/1993271504130220032/AgsMjWE0_400x400.jpg,that NFT guy / views are my own,
1541988772937551874,Jun666Xx,币圈链丹师🌕,21860,https://pbs.twimg.com/profile_images/1991452064099295232/KlR0bQjN_400x400.jpg,"游走于 #Web3｜#GameFi｜#NFT｜#POW｜#Airdrops 🪂
 
🐾 野生博主｜替你提前踩坑，少走弯路。

Team @0xRootDao｜合作DM 📩 https://t.co/6KnYXvbJbi",
1489691581649203204,MetaVixensNFT,MetaVixens 💎💜,21671,https://pbs.twimg.com/profile_images/2051010973280960512/ThibN27S_400x400.jpg,An exclusively hand drawn NFT project - Goddesses of the Metaverse 💜 Created with love by @theinkedminkNFT 💎💜,https://linktr.ee/metavixens
2936058012,CryptCanvasArt,Crypto.CanvasArt,21671,https://pbs.twimg.com/profile_images/1782137162151944192/S6rfOUEZ_400x400.jpg,NFT collector and digital asset investor exploring the potential of blockchain technology. Let's dive into the world of digital art together🖤,
105546608,AaronLeupp,Aaron Leupp 🧚‍♀️,21609,https://pbs.twimg.com/profile_images/1646845895810650113/sOGm_iru_400x400.jpg,Founder of @suitux9🤵and @PromoAffiliate_ 📈Fan Art Creation 🎨 🧚‍♀️ @Waifumons 📈 🇺🇸🇲🇽 Mexican American aka (Weebican) Daily NFT & Bitcoin Giveaways!,http://www.aaronleupp.com/
1423814688974938113,tinkeryaz49,Yazz 🌸,21125,https://pbs.twimg.com/profile_images/1954701200827494400/YeJnfZzl_400x400.jpg,🇬🇧 🛫🇺🇸 #crypto #nft enthusiast 💗| streamer 👾#lilpudgy 4 LYF 🥰| Anime girl💕,https://m.twitch.tv/tinkeryaz
1548936809677312000,kryptjoe_,cryptojoe☯️,20360,https://pbs.twimg.com/profile_images/1880209108084609024/mI5rrTwr_400x400.jpg,• Derivative Trader • DeFi & NFT • #BTC • 𝚃𝚑𝚛𝚎𝚊𝚍𝚜 🧵 • DM 📨,https://t.me/kryptJoe_1
1148595425122967559,79Aliba_ba,79Aliba_ba,20235,https://pbs.twimg.com/profile_images/2052041598779924480/-kir3lBn_400x400.jpg,"#crypto | Chia sẻ airdrop , NFT & market update",https://t.me/worktoearn_en
1371058809628631042,officialcubenft,OfficialCryptoCube.eth,19626,https://pbs.twimg.com/profile_images/2040886016853389312/M9yvH9Pt_400x400.jpg,"AKA CubeMan 🧊 I Am ""Metaversian"" 🧔 PersonOfTheMetaVerse 3D&DigitalArt 🎨 Crypto Art 🎨 is Life 🌱 MuchLove ❤officialcryptocube🧊Founder/Creator OCC NFT",https://linktr.ee/officialcryptocube
1363217131287031809,1_Percnt_Better,🌈🫧 JOE 🫧🌈 $BTC 🚀🚀🚀,19290,https://pbs.twimg.com/profile_images/1996702105621745666/j3JD9ZtD_400x400.jpg,"🔰My hope is simple, easy to use and an advantage for me that's all🕹️

🫧H0LD3R #NFTs #NFT💦

H0LD3R #Crypto $BTC🔥 $ETH🔥 $ARB🔥 $SOL🔥 $BNB🔥

$GOD🚀🚀🚀",http://opensea.io
1356952720452820992,Peylay,Peylay,18029,https://pbs.twimg.com/profile_images/2017472469901168640/-FD5UOMk_400x400.jpg,"Living life one day at a time through NFT's, Crypto, the Ocean, Soccer & Wine....Quite a ride 🤙🍷🌊⚽️ #GodHatesNFTees, #MAYC, #BAYC, #QUIRKIES, $DUKO, $ASTER",
1833996173176102912,thisisnosaa,Nosa,17618,https://pbs.twimg.com/profile_images/2028583055108222976/SPcY3HJq_400x400.jpg,Web3 FREAK |NFT/Alpha Threads | Tweet is NFA & DYOR| Early Access ➡️ DM ✉️ ●LOVER OF PHONK/SYNTHWAVE/EDM●,http://t.me/thisisnosaa
1636285296839913473,Crypto_graxe,Crypto_Graxe,17373,https://pbs.twimg.com/profile_images/1659853930958925827/1pksiqkO_400x400.jpg,Entrepreneur 💫 & Crypto investor 📈 🗞️ Investing in life changing protocols Nft Lover ❤️ 🤝 Dm for business deals,http://t.me/Chrizzygraxe
1377257802767462408,supertyer,Tyer 🏴‍☠️,17343,https://pbs.twimg.com/profile_images/2052218405886066688/XET2p9Ni_400x400.jpg,NFT Trader | Dad Ambassador | High Risk Taker | Human,
1162013546496045057,KierianV,Kierian,17317,https://pbs.twimg.com/profile_images/1863749294336983040/-1bQSMyO_400x400.jpg,Defi/nft guy from the 2021 class,
1470121900475129858,kl0ckd,kl0ckd,17043,https://pbs.twimg.com/profile_images/2046688642328915969/tQzJ9YSt_400x400.jpg,FPS Slayer | Multichain Degen | NFT Enjoyer,http://bayc.com/kl0ckd
1483681093987729408,Rizky_selah,Rizky,16853,https://pbs.twimg.com/profile_images/2050443284720521216/TfWhpNXr_400x400.jpg,Nft Artist,https://linktr.ee/rizky_selah
1287943447752486913,MadsCrypto_,Mad's 🔶,16819,https://pbs.twimg.com/profile_images/1978275398090907648/FFMRbn5o_400x400.jpg,Hunting and sharing 👀| PFP NFT by @ikadotxyz,
1357239579447762945,MtroX207,MtroX.,16746,https://pbs.twimg.com/profile_images/1933932609819811840/9GxxSwzP_400x400.jpg,Web3 guy | Content creator | NFT maxi | Be nice to everyone ❤️,
1306282969397702658,Luking_sol,Luking,16526,https://pbs.twimg.com/profile_images/2019366879995813890/UGSvrxvj_400x400.jpg,"₿TC SOL MEMECOIN NFT TRADER  

Crypto Since 2019 | Web3 Researcher | Airdrops | Marketing

Not Financial Advice",
1858198810226499584,Feng_btc,币胜客,16180,https://pbs.twimg.com/profile_images/1858198945857732608/fdoSsUUq_400x400.jpg,"专注加密 🎁 日更的撸毛博主｜只发自己在跟项目 ｜热点项目投研｜meme冲狗选手｜ 主打保姆式教程｜打新/打狗/铭文/NFT 样样沾边
💌欢迎宣发合作：X私信或 TG：Bishengk 

⭐ 肉体在Web2，灵魂已上链｜赚钱养梦
撸毛交流群：https://t.co/CuQANtZ3rN",
1547337773266440192,KabilaApp,Kabila,16136,https://pbs.twimg.com/profile_images/1990787215341834240/E_p8cus__400x400.jpg,"Everything to create, launch, and manage your tokenized community on @Hedera | Start your NFT journey now at https://t.co/LgjSvJe0LJ! 🚀",
1408762882830045191,pinkkbuny,Pink Bunny,16092,https://pbs.twimg.com/profile_images/2012278537558929408/pOY3aljK_400x400.jpg,Pink Lover in Web3 s.2017 | What is #NFT? | @Moca_Network Believer | Just sharing what i want 🐰,https://t.me/pinkbunnyhole
1631920198617030657,Zeox0x,Zeo,16013,https://pbs.twimg.com/profile_images/2058246462740615168/3fV19CSJ_400x400.jpg,Trader ' NFT ' @IThinkItsArt // Crypto storyteller // Amb @BybitByBUIDLERs // DMs open for collab & promotion 💬,http://t.me/Zeox0x7
1392451906539245569,TrippyLasers,TrippyLasers 🍌,15900,https://pbs.twimg.com/profile_images/1541623358151745536/C5EAhEUj_400x400.png,"Father, Husband, Avid Golfer, Cannabis Advocate, NFT Collector

Ape #7987 🦍
Mutant #26896 🧪
Pudgy #410 🐧

BAYC, Pudgy, Chimpers, Bones by Jarritos & Surreal+",https://bayc.com/trippylasers
1381880305565364225,LVSpike420,Spike 🃏⛩️🦍 (ShinySnorlax.eth),15585,https://pbs.twimg.com/profile_images/1952610496038805504/5tlYVAA2_400x400.jpg,Web3/Sports/Poker Degen. #NoGambleNoFuture. OG NFT Collectooor 🐱🎨🔥. Global Events 🪩✨ @NolchaShows. @AzukiNYC 🗽⛩️🤝. @ApeChainHub 🦍💙. NFA/DYOR,https://www.azuki.com/collector/LVSpike420
1429663784436584456,doosingod,DOOSIN,15332,https://pbs.twimg.com/profile_images/2013221203209601024/U1NpL8jn_400x400.jpg,"@DOOSINALPHA Founder
Korean NFT Influencer🐸🇰🇷

KOL Marketing & Business DM 💌
If you’d like a quick response, plz send me a DM on TG",https://t.me/doosingod
1663021804880003072,RICEWINE77,Rice 🔶 ₿N,15319,https://pbs.twimg.com/profile_images/2052181105114300416/g8IWvE68_400x400.jpg,proud dad of 2 girls • tweet for fun • NFT COLLECTOR • Full time clicker,https://base.app/invite/ricewine/NX3VW6RD
1571022661677121540,RhyneXBT,Rhyne,15279,https://pbs.twimg.com/profile_images/1994329022176878592/C8RhrBVJ_400x400.jpg,"Web3 Creator | DeFi Yield Educator & Farmer | NFT Enthusiast 

Ambassador → @yososocial

Affiliated → @EVEDEX",https://invite.evedex.com/r9vekexs
1672669282042273792,abhe101,abhe,15184,https://pbs.twimg.com/profile_images/1927714680849461248/31gjU2fq_400x400.jpg,"Exploring decentralized worlds. | Crypto Enthusiast | NFT Believer
Always ready to build
Private community - https://t.co/OBhWqONTVa",
2304322729,tgd_duu,TGD Crypto,14734,https://pbs.twimg.com/profile_images/1892608306230833152/SwNPxn4r_400x400.jpg,Crypto trader | NFT . Web3 | Building on X | Marketing | y00t #7484 | DM for Business📩 | My tweets are NFA,https://x.com/tgd_duu?t=EyZhsTBFcNzMrkbGj7ersw&s=09
